Time	0	719.5	1438.5	2157.5	2876.5	3595.5	4314.5	5033.5	5752.5	6471.5	7190.4	7909.4	8628.4	9347.4	10066.4	10785.4	11504.4	12223.4	12942.4	13661.4	14380.4	15099.3	15818.3	16537.3	17256.3	17975.3	18694.3	19413.3	20132.3	20851.3	21570.2	22289.2	23008.2	23727.2	24446.2	25165.2	25884.2	26603.2	27322.2	28041.1	28760.1	29479.1	30198.1	30917.1	31636.1	32355.1	33074.1	33793.1	34512.1	35231	35950	36669	37388	38107	38826	39545	40264	40983	41702	42421	43139.9	43858.9	44577.9	45296.9	46015.9	46734.9	47453.9	48172.9	48891.8	49610.8	50329.8	51048.8
Temp	37.3	36.9	37	37.1	37	37.1	37.1	36.8	36.9	37.1	37	37.1	37.1	37.1	37.2	37.4	37	37.3	37.1	37.2	37	37.3	37.1	37.2	37.2	37	37.4	37.2	37.2	37.1	37.1	37.1	37.4	37	37.3	37	37	37.3	37.1	37.3	36.9	37.2	37	37.1	37.2	37.2	37.1	37.1	37.1	37.2	37.1	37.2	37.1	37.3	36.7	37.3	37.2	37.1	37.3	37	37.3	36.9	37.2	37	37.1	37.1	36.9	37	37.1	37.1	37.1	37.1
A1	0.043699998	0.043699998	0.043699998	0.0436	0.0436	0.043699998	0.0436	0.0436	0.0436	0.0436	0.0436	0.043699998	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.043699998	0.0436	0.043699998	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436	0.0436
A2	0.116700001	0.118500002	0.122500002	0.128199995	0.135299996	0.143700004	0.152199998	0.163399994	0.174600005	0.191499993	0.210600004	0.229000002	0.246000007	0.263999999	0.280299991	0.302399993	0.32159999	0.338499993	0.347299993	0.351500005	0.353100002	0.358200014	0.363499999	0.371499985	0.379299998	0.388000011	0.397399992	0.407799989	0.416700006	0.426299989	0.43599999	0.443500012	0.451099992	0.458700001	0.467200011	0.475600004	0.484200001	0.493600011	0.502699971	0.516200006	0.530900002	0.542400002	0.551400006	0.563300014	0.572300017	0.583199978	0.593200028	0.603600025	0.611500025	0.618799984	0.62349999	0.625800014	0.631500006	0.633700013	0.634599984	0.637399971	0.640900016	0.640699983	0.642700016	0.644200027	0.644800007	0.646000028	0.648100019	0.648599982	0.649999976	0.652899981	0.655700028	0.657599986	0.660300016	0.664099991	0.664600015	0.665300012
A3	0.100500003	0.100299999	0.100000001	0.100100003	0.099799998	0.100000001	0.100100003	0.100199997	0.100299999	0.100400001	0.100699998	0.100900002	0.101000004	0.101499997	0.101800002	0.102200001	0.102799997	0.103200004	0.103699997	0.104599997	0.105499998	0.1065	0.107500002	0.109099999	0.110399999	0.112499997	0.114600003	0.117299996	0.120099999	0.123599999	0.128199995	0.133599997	0.139799997	0.146400005	0.155900002	0.166899994	0.177300006	0.189700007	0.199599996	0.210099995	0.216499999	0.223499998	0.232600003	0.243200004	0.253300011	0.264499992	0.2764	0.287200004	0.299699992	0.311500013	0.323399991	0.333700001	0.343499988	0.353300005	0.362199992	0.371399999	0.380299985	0.388500005	0.397399992	0.406199992	0.414799988	0.423900008	0.432399988	0.440400004	0.447100013	0.45449999	0.461899996	0.466899991	0.471700013	0.476500005	0.480800003	0.484600008
A4	0.1285	0.130799994	0.135499999	0.142199993	0.150399998	0.160400003	0.170300007	0.182999998	0.195700005	0.214100003	0.233999997	0.252600014	0.268099993	0.287400007	0.307799995	0.323900014	0.340900004	0.368000001	0.386299998	0.388900012	0.389899999	0.391000003	0.396499991	0.40200001	0.410600007	0.419	0.42750001	0.437299997	0.446099997	0.456099987	0.465499997	0.471300006	0.477899998	0.483599991	0.489499986	0.495799989	0.502300024	0.508599997	0.515799999	0.523899972	0.537199974	0.544200003	0.549600005	0.554499984	0.559499979	0.564400017	0.570299983	0.576399982	0.581200004	0.586700022	0.593500018	0.599699974	0.607500017	0.615400016	0.621699989	0.630699992	0.64289999	0.649999976	0.657599986	0.665300012	0.674000025	0.6778	0.684000015	0.685500026	0.68809998	0.690800011	0.689800024	0.692200005	0.693899989	0.696799994	0.699199975	0.698700011
A5	0.098800004	0.098399997	0.098399997	0.098399997	0.098499998	0.098700002	0.098700002	0.098999999	0.099399999	0.099699996	0.100100003	0.100599997	0.101000004	0.1017	0.102399997	0.103200004	0.104199998	0.105099998	0.106399998	0.107699998	0.109300002	0.111100003	0.1131	0.115500003	0.118000001	0.121299997	0.124899998	0.129299998	0.134100005	0.140499994	0.149000004	0.157100007	0.166600004	0.175999999	0.186000004	0.198799998	0.207200006	0.213	0.218400002	0.225099996	0.232099995	0.240400001	0.249300003	0.258599997	0.266299993	0.27790001	0.289000005	0.300000012	0.309899986	0.319400012	0.328700006	0.337099999	0.345600009	0.353700012	0.361099988	0.368999988	0.376800001	0.383599997	0.390500009	0.399100006	0.404799998	0.412400007	0.418799996	0.425500005	0.431199998	0.436199993	0.439999998	0.442699999	0.44569999	0.450100005	0.453500003	0.45629999
A6	0.124600001	0.127499998	0.133000001	0.140599996	0.149900004	0.160300002	0.171000004	0.185000002	0.200200006	0.220799997	0.241500005	0.261299998	0.276300013	0.298299998	0.315899998	0.333600014	0.355300009	0.376399994	0.394699991	0.405900002	0.407900006	0.406399995	0.412299991	0.41960001	0.429699987	0.441000015	0.450599998	0.462399989	0.473800004	0.480199993	0.488299996	0.496600002	0.504199982	0.511399984	0.5176	0.524999976	0.532299995	0.540199995	0.551199973	0.565599978	0.5722	0.576499999	0.580799997	0.584599972	0.58859998	0.592400014	0.597199976	0.602100015	0.606299996	0.612100005	0.617999971	0.624199986	0.629700005	0.636500001	0.641600013	0.651000023	0.659600019	0.666000009	0.672800004	0.681500018	0.689400017	0.693499982	0.698400021	0.702099979	0.707099974	0.712400019	0.713699996	0.716199994	0.717499971	0.722299993	0.724399984	0.725099981
A7	0.107600003	0.107600003	0.107799999	0.1083	0.1087	0.109399997	0.1096	0.110299997	0.111000001	0.1118	0.114	0.113899998	0.114799999	0.116400003	0.117799997	0.119599998	0.121600002	0.123599999	0.126200005	0.128800005	0.132100001	0.137099996	0.139799997	0.145099998	0.150299996	0.157800004	0.165600002	0.176300004	0.186499998	0.199200004	0.209700003	0.218099996	0.220300004	0.224700004	0.230700001	0.237800002	0.243900001	0.250099987	0.256599993	0.263200015	0.271200001	0.278400004	0.287999988	0.297300011	0.307000011	0.316199988	0.326499999	0.336499989	0.344900012	0.354099989	0.362100005	0.369899988	0.378500015	0.385600001	0.392500013	0.399500012	0.405999988	0.412	0.418900013	0.425099999	0.428799987	0.432900012	0.4366	0.440400004	0.444200009	0.446999997	0.449800014	0.452899992	0.455000013	0.458900005	0.461600006	0.463400006
A8	0.115800001	0.117600001	0.121699996	0.127399996	0.134599999	0.142900005	0.151600003	0.161799997	0.174899995	0.191599995	0.212599993	0.2324	0.249899998	0.270500004	0.287099987	0.304800004	0.325800002	0.344099998	0.361600012	0.378800005	0.396100014	0.41170001	0.423999995	0.423299998	0.425700009	0.430599988	0.440800011	0.452800006	0.461800009	0.475499988	0.48179999	0.489800006	0.497700006	0.505500019	0.513599992	0.521300018	0.528400004	0.536300004	0.544099987	0.563000023	0.572000027	0.577300012	0.582400024	0.586399972	0.589999974	0.594500005	0.598699987	0.603999972	0.608099997	0.613399982	0.618300021	0.623000026	0.629499972	0.6347	0.640699983	0.648500025	0.656199992	0.66170001	0.667299986	0.674700022	0.682699978	0.687300026	0.692900002	0.697399974	0.702199996	0.70660001	0.710799992	0.71390003	0.716199994	0.720099986	0.721499979	0.722199976
